Constituent,Julian_day,Seg_50 ,Seg_51 ,Seg_52 ,Seg_77 ,Seg_78 ,Seg_79 ,Seg_72 ,Seg_107,
Temperature,   327.711,      12.537,      12.613,      12.621,      13.043,      13.050,      12.958,      12.998,      12.971,
Temperature,   327.753,      12.536,      12.607,      12.596,      13.041,      13.048,      12.956,      12.995,      12.972,
Temperature,   327.794,      12.529,      12.604,      12.603,      13.038,      13.046,      12.954,      12.990,      12.973,
Temperature,   327.836,      12.496,      12.588,      12.581,      13.034,      13.043,      12.951,      12.985,      12.976,
Temperature,   327.878,      12.435,      12.548,      12.562,      13.030,      13.039,      12.948,      12.981,      12.978,
Temperature,   327.920,      12.404,      12.525,      12.542,      13.025,      13.035,      12.945,      12.976,      12.979,
Temperature,   327.961,      12.369,      12.514,      12.532,      13.021,      13.030,      12.942,      12.971,      12.980,
Temperature,   328.003,      12.318,      12.486,      12.513,      13.015,      13.024,      12.938,      12.966,      12.979,
Temperature,   328.045,      12.305,      12.451,      12.494,      13.010,      13.019,      12.934,      12.960,      12.977,
Temperature,   328.086,      12.323,      12.480,      12.484,      13.006,      13.015,      12.931,      12.955,      12.975,
Temperature,   328.128,      12.325,      12.475,      12.470,      13.002,      13.011,      12.927,      12.950,      12.971,
Temperature,   328.170,      12.321,      12.463,      12.435,      12.998,      13.007,      12.923,      12.945,      12.968,
Temperature,   328.211,      12.316,      12.459,      12.461,      12.993,      13.003,      12.918,      12.940,      12.963,
Temperature,   328.253,      12.326,      12.465,      12.473,      12.988,      12.999,      12.914,      12.934,      12.957,
Temperature,   328.295,      12.328,      12.453,      12.431,      12.983,      12.994,      12.908,      12.928,      12.950,
Temperature,   328.336,      12.332,      12.456,      12.464,      12.980,      12.990,      12.904,      12.924,      12.946,
Temperature,   328.378,      12.351,      12.464,      12.474,      12.980,      12.991,      12.904,      12.922,      12.944,
Temperature,   328.420,      12.371,      12.485,      12.498,      12.985,      12.996,      12.910,      12.925,      12.946,
Temperature,   328.461,      12.398,      12.516,      12.507,      12.993,      13.005,      12.920,      12.930,      12.951,
Temperature,   328.503,      12.440,      12.570,      12.532,      13.006,      13.015,      12.932,      12.938,      12.957,
Temperature,   328.545,      12.485,      12.616,      12.546,      13.021,      13.030,      12.939,      12.945,      12.965,
Temperature,   328.586,      12.524,      12.636,      12.561,      13.037,      13.049,      12.946,      12.951,      12.975,
Temperature,   328.628,      12.556,      12.654,      12.584,      13.048,      13.065,      12.953,      12.955,      12.987,
Temperature,   328.670,      12.581,      12.662,      12.615,      13.055,      13.072,      12.957,      12.956,      12.999,
Temperature,   328.711,      12.600,      12.667,      12.622,      13.054,      13.075,      12.957,      12.952,      13.004,
Temperature,   328.753,      12.606,      12.638,      12.601,      13.049,      13.073,      12.953,      12.946,      13.000,
Temperature,   328.794,      12.628,      12.630,      12.597,      13.041,      13.067,      12.948,      12.938,      12.993,
Temperature,   328.836,      12.641,      12.630,      12.610,      13.031,      13.057,      12.942,      12.929,      12.985,
Temperature,   328.878,      12.631,      12.640,      12.610,      13.021,      13.044,      12.935,      12.921,      12.977,
Temperature,   328.919,      12.612,      12.626,      12.616,      13.013,      13.034,      12.930,      12.914,      12.968,
Temperature,   328.961,      12.601,      12.639,      12.619,      13.006,      13.027,      12.924,      12.907,      12.961,
Temperature,   329.003,      12.531,      12.611,      12.606,      13.001,      13.021,      12.917,      12.899,      12.953,
Temperature,   329.045,      12.482,      12.568,      12.574,      12.996,      13.015,      12.911,      12.892,      12.946,
Temperature,   329.086,      12.460,      12.560,      12.558,      12.991,      13.009,      12.905,      12.885,      12.939,
Temperature,   329.128,      12.440,      12.539,      12.561,      12.984,      13.003,      12.898,      12.878,      12.931,
Temperature,   329.170,      12.424,      12.518,      12.553,      12.978,      12.998,      12.892,      12.871,      12.922,
Temperature,   329.211,      12.412,      12.510,      12.506,      12.973,      12.993,      12.885,      12.864,      12.914,
Temperature,   329.253,      12.408,      12.524,      12.523,      12.967,      12.986,      12.878,      12.856,      12.906,
Temperature,   329.295,      12.403,      12.516,      12.498,      12.959,      12.978,      12.869,      12.848,      12.897,
Temperature,   329.336,      12.396,      12.503,      12.481,      12.952,      12.971,      12.863,      12.841,      12.888,
Temperature,   329.378,      12.406,      12.512,      12.493,      12.948,      12.967,      12.860,      12.838,      12.883,
Temperature,   329.420,      12.424,      12.522,      12.513,      12.949,      12.968,      12.864,      12.840,      12.882,
Temperature,   329.461,      12.457,      12.554,      12.543,      12.955,      12.973,      12.874,      12.847,      12.885,
Temperature,   329.503,      12.486,      12.581,      12.583,      12.963,      12.980,      12.887,      12.856,      12.892,
Temperature,   329.545,      12.516,      12.642,      12.611,      12.973,      12.986,      12.902,      12.866,      12.901,
Temperature,   329.586,      12.552,      12.686,      12.643,      12.980,      12.991,      12.916,      12.876,      12.911,
Temperature,   329.628,      12.592,      12.704,      12.661,      12.986,      12.997,      12.926,      12.882,      12.919,
Temperature,   329.670,      12.616,      12.713,      12.666,      12.991,      13.001,      12.930,      12.884,      12.925,
Temperature,   329.711,      12.621,      12.702,      12.664,      12.990,      13.007,      12.930,      12.883,      12.925,
Temperature,   329.753,      12.618,      12.667,      12.662,      12.987,      13.009,      12.926,      12.879,      12.921,
Temperature,   329.794,      12.646,      12.646,      12.628,      12.985,      13.010,      12.920,      12.875,      12.913,
Temperature,   329.836,      12.662,      12.653,      12.630,      12.983,      13.012,      12.904,      12.870,      12.907,
Temperature,   329.878,      12.658,      12.657,      12.638,      12.981,      13.008,      12.891,      12.864,      12.899,
Temperature,   329.920,      12.619,      12.628,      12.608,      12.976,      13.001,      12.879,      12.859,      12.892,
Temperature,   329.961,      12.591,      12.645,      12.623,      12.970,      12.991,      12.869,      12.853,      12.884,
Temperature,   330.003,      12.522,      12.620,      12.630,      12.962,      12.976,      12.862,      12.848,      12.877,
Temperature,   330.045,      12.486,      12.587,      12.597,      12.952,      12.965,      12.856,      12.842,      12.870,
Temperature,   330.086,      12.483,      12.580,      12.599,      12.942,      12.957,      12.849,      12.835,      12.863,
Temperature,   330.128,      12.450,      12.563,      12.563,      12.934,      12.951,      12.843,      12.829,      12.856,
Temperature,   330.170,      12.444,      12.563,      12.559,      12.927,      12.946,      12.836,      12.823,      12.849,
Temperature,   330.211,      12.441,      12.555,      12.566,      12.921,      12.940,      12.829,      12.817,      12.842,
Temperature,   330.253,      12.425,      12.536,      12.515,      12.916,      12.934,      12.823,      12.811,      12.834,
Temperature,   330.295,      12.427,      12.544,      12.522,      12.910,      12.928,      12.816,      12.805,      12.827,
Temperature,   330.336,      12.417,      12.506,      12.554,      12.904,      12.922,      12.810,      12.799,      12.820,
Temperature,   330.378,      12.415,      12.529,      12.523,      12.900,      12.918,      12.805,      12.795,      12.815,
Temperature,   330.420,      12.426,      12.531,      12.504,      12.898,      12.915,      12.804,      12.793,      12.811,
Temperature,   330.461,      12.442,      12.543,      12.541,      12.899,      12.916,      12.806,      12.793,      12.810,
Temperature,   330.503,      12.459,      12.551,      12.548,      12.902,      12.920,      12.811,      12.796,      12.812,
Temperature,   330.545,      12.474,      12.573,      12.570,      12.904,      12.923,      12.816,      12.799,      12.813,
Temperature,   330.586,      12.488,      12.582,      12.591,      12.906,      12.925,      12.821,      12.802,      12.815,
Temperature,   330.628,      12.504,      12.614,      12.593,      12.907,      12.927,      12.825,      12.803,      12.817,
Temperature,   330.670,      12.522,      12.624,      12.580,      12.907,      12.927,      12.826,      12.804,      12.816,
Temperature,   330.711,      12.538,      12.628,      12.606,      12.906,      12.926,      12.825,      12.802,      12.813,
Temperature,   330.753,      12.535,      12.610,      12.575,      12.903,      12.923,      12.821,      12.797,      12.809,
Temperature,   330.794,      12.523,      12.595,      12.585,      12.898,      12.919,      12.817,      12.792,      12.804,
Temperature,   330.836,      12.496,      12.599,      12.583,      12.894,      12.914,      12.812,      12.787,      12.799,
Temperature,   330.878,      12.458,      12.572,      12.551,      12.888,      12.908,      12.807,      12.782,      12.794,
Temperature,   330.920,      12.376,      12.521,      12.540,      12.882,      12.901,      12.801,      12.777,      12.788,
Temperature,   330.961,      12.317,      12.494,      12.516,      12.877,      12.895,      12.795,      12.772,      12.783,
